Product Name,Category,SKU,Filling,Weight,Customer Price,,,,,,,
STANDARD 80% HUNGARIAN GOOSE PILLOW STRIPPED,PILLOW,HLC-200,HUNGARIAN,,$112.00,,,,,,,
QUEEN 80% HUNGARIAN GOOSE PILLOW ,PILLOW,HLC-199,HUNGARIAN,,$117.00,,,,,,,
KING 80% HUNGARIAN GOOSE PILLOW ,PILLOW,HLC-198,HUNGARIAN,,$125.00,,,,,,,
