Product Name,SKU,Category,Filling,Weight,Customer Price,,,,,,,
50X90CM,MW248,INSERTS,100% Feather,Firm Fill,31.9,,,,,,,
50X90CM,MW249,INSERTS,100% Feather,Extra Firm Fill,34.5,,,,,,,
50X90CM,MW250,INSERTS,Duck Feather - Foam,Normal,$38.50,,,,,,,
50X90CM,MW251,INSERTS,Duck Feather - Foam,Firm Fill,41.1,,,,,,,
50X90CM,MW252,INSERTS,Duck Feather - Foam,Extra Firm Fill,43.7,,,,,,,
50X90CM,MW253,INSERTS,Duck Feather - Fibre,Normal,$38.50,,,,,,,
50X90CM,MW254,INSERTS,Duck Feather - Fibre,Firm Fill,29.9,,,,,,,
50X90CM,MW255,INSERTS,Duck Feather - Fibre,Extra Firm Fill,30.5,,,,,,,
50X90CM,MW256,INSERTS,100% Polyester,Normal,$38.50,,,,,,,
50X90CM,MW257,INSERTS,100% Polyester,Firm Fill,29.9,,,,,,,
50X90CM,MW258,INSERTS,100% Polyester,Extra Firm Fill,30.5,,,,,,,
50X90CM,MW259,INSERTS,30% Down 70% Feather,Normal,$71.00,,,,,,,
50X90CM,MW260,INSERTS,30% Down 70% Feather,Firm Fill,73.6,,,,,,,
50X90CM,MW261,INSERTS,30% Down 70% Feather,Extra Firm Fill,76.2,,,,,,,
50X90CM,MW262,INSERTS,50% Down 50% Feather,Normal,$92.55,,,,,,,
50X90CM,MW263,INSERTS,50% Down 50% Feather,Firm Fill,95.15,,,,,,,
50X90CM,MW264,INSERTS,50% Down 50% Feather,Extra Firm Fill,97.75,,,,,,,
50X90CM,MW265,INSERTS,80% Down 20% Feather,Normal,$107.00,,,,,,,
50X90CM,MW266,INSERTS,80% Down 20% Feather,Firm Fill,109.6,,,,,,,
50X90CM,MW267,INSERTS,80% Down 20% Feather,Extra Firm Fill,112.2,,,,,,,
55X55CM,MW268,INSERTS,100% Feather,Normal,$12.00,,,,,,,
55X55CM,MW269,INSERTS,100% Feather,Firm Fill,12.6,,,,,,,
55X55CM,MW270,INSERTS,100% Feather,Extra Firm Fill,13.2,,,,,,,
55X55CM,MW271,INSERTS,Duck Feather - Foam,Normal,$15.00,,,,,,,
55X55CM,MW272,INSERTS,Duck Feather - Foam,Firm Fill,15.6,,,,,,,
55X55CM,MW273,INSERTS,Duck Feather - Foam,Extra Firm Fill,16.2,,,,,,,
55X55CM,MW274,INSERTS,Duck Feather - Fibre,Normal,$15.00,,,,,,,
55X55CM,MW275,INSERTS,Duck Feather - Fibre,Firm Fill,15.6,,,,,,,
55X55CM,MW276,INSERTS,Duck Feather - Fibre,Extra Firm Fill,16.2,,,,,,,
55X55CM,MW277,INSERTS,100% Polyester,Normal,$15.00,,,,,,,
55X55CM,MW278,INSERTS,100% Polyester,Firm Fill,15.6,,,,,,,
55X55CM,MW279,INSERTS,100% Polyester,Extra Firm Fill,16.2,,,,,,,
55X55CM,MW280,INSERTS,30% Down 70% Feather,Normal,$30.25,,,,,,,
55X55CM,MW281,INSERTS,30% Down 70% Feather,Firm Fill,32.85,,,,,,,
55X55CM,MW282,INSERTS,30% Down 70% Feather,Extra Firm Fill,35.45,,,,,,,
55X55CM,MW283,INSERTS,50% Down 50% Feather,Normal,$45.10,,,,,,,
55X55CM,MW284,INSERTS,50% Down 50% Feather,Firm Fill,47.7,,,,,,,
55X55CM,MW285,INSERTS,50% Down 50% Feather,Extra Firm Fill,50.3,,,,,,,
55X55CM,MW286,INSERTS,80% Down 20% Feather,Normal,$65.00,,,,,,,
55X55CM,MW287,INSERTS,80% Down 20% Feather,Firm Fill,67.6,,,,,,,
55X55CM,MW288,INSERTS,80% Down 20% Feather,Extra Firm Fill,70.2,,,,,,,
60X40CM,MW289,INSERTS,100% Feather,Normal,$15.50,,,,,,,
60X40CM,MW290,INSERTS,100% Feather,Firm Fill,16.1,,,,,,,
60X40CM,MW291,INSERTS,100% Feather,Extra Firm Fill,16.7,,,,,,,
60X40CM,MW292,INSERTS,Duck Feather - Foam,Normal,$17.50,,,,,,,
60X40CM,MW293,INSERTS,Duck Feather - Foam,Firm Fill,18.1,,,,,,,
60X40CM,MW294,INSERTS,Duck Feather - Foam,Extra Firm Fill,18.7,,,,,,,
60X40CM,MW295,INSERTS,Duck Feather - Fibre,Normal,$17.50,,,,,,,
60X40CM,MW296,INSERTS,Duck Feather - Fibre,Firm Fill,18.1,,,,,,,
