Product Name,SKU,Category,Category,Filling,Weight, Customer Price ,
60X60CM ,INSE-013,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$44.20 ,
60X60CM ,INSE-013,INSERTS,INSERTS,50% Down 50% Feather,Normal,$64.40 ,
60X60CM ,INSE-013,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$67.00 ,
60X60CM ,INSE-013,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$69.60 ,
60X60CM ,INSE-013,INSERTS,INSERTS,80% Down 20% Feather,Normal,$79.00 ,
60X60CM ,INSE-013,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$81.60 ,
60X60CM ,INSE-013,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$84.20 ,
65X40CM,INSE-014,INSERTS,INSERTS,100% Feather,Normal,$16.50 ,
65X40CM,INSE-014,INSERTS,INSERTS,100% Feather,Firm Fill,$17.10 ,
65X40CM,INSE-014,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$17.70 ,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Foam,Normal,$18.50 ,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$19.10 ,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$19.70 ,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$18.50 ,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$19.10 ,
65X40CM,INSE-014,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$19.70 ,
65X40CM,INSE-014,INSERTS,INSERTS,100% Polyester,Normal,$18.50 ,
65X40CM,INSE-014,INSERTS,INSERTS,100% Polyester,Firm Fill,$19.10 ,
65X40CM,INSE-014,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$19.70 ,
65X40CM,INSE-014,INSERTS,INSERTS,30% Down 70% Feather,Normal,$31.50 ,
65X40CM,INSE-014,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$34.10 ,
65X40CM,INSE-014,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$36.70 ,
65X40CM,INSE-014,INSERTS,INSERTS,50% Down 50% Feather,Normal,$50.00 ,
65X40CM,INSE-014,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$52.60 ,
65X40CM,INSE-014,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$55.20 ,
65X40CM,INSE-014,INSERTS,INSERTS,80% Down 20% Feather,Normal,$61.00 ,
65X40CM,INSE-014,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$63.60 ,
65X40CM,INSE-014,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$66.20 ,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Feather,Normal,$22.00 ,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Feather,Firm Fill,$22.60 ,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$23.20 ,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Foam,Normal,$28.75 ,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$29.35 ,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$29.95 ,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$28.75 ,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$29.35 ,
65X65CM ,INSE-015,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$29.95 ,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Polyester,Normal,$28.75 ,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Polyester,Firm Fill,$29.35 ,
65X65CM ,INSE-015,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$29.95 ,
65X65CM ,INSE-015,INSERTS,INSERTS,30% Down 70% Feather,Normal,$54.60 ,
65X65CM ,INSE-015,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$57.20 ,
65X65CM ,INSE-015,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$59.80 ,
65X65CM ,INSE-015,INSERTS,INSERTS,50% Down 50% Feather,Normal,$76.50 ,
65X65CM ,INSE-015,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$79.10 ,
65X65CM ,INSE-015,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$81.70 ,
65X65CM ,INSE-015,INSERTS,INSERTS,80% Down 20% Feather,Normal,$91.00 ,
65X65CM ,INSE-015,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$93.60 ,
65X65CM ,INSE-015,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$96.20 ,
SINGLE 140X214CM - MATTRESS TOPPER FILLED,MATT-070,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,$82.00 ,
SINGLE 140X214CM - MATTRESS TOPPER FILLED,MATT-070,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,$102.50 ,
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,MATT-071,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,$115.50 ,
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,MATT-071,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,$126.50 ,
KING SINGLE - MATTRESS TOPPER FILLED,MATT-072,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,95,
KING SINGLE - MATTRESS TOPPER FILLED,MATT-072,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,107,
QUEEN - MATTRESS TOPPER FILLED,MATT-073,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,122.5,
QUEEN - MATTRESS TOPPER FILLED,MATT-073,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,154,
KING - MATTRESS TOPPER FILLED,MATT-074,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Duck,,138.5,
KING - MATTRESS TOPPER FILLED,MATT-074,MATTRESS TOPPER FILLED,MATTRESS TOPPER,Goose,,180,
DOUBLE 184X214CM - MICROSOFT,MICR-090,MICROSOFT,MICROSOFT,Polyester,,$60.00 ,
KING 244X214CM - MICROSOFT,MICR-092,MICROSOFT,MICROSOFT,Polyester,,$75.50 ,
QUEEN 214X214CM - MICROSOFT,MICR-091,MICROSOFT,MICROSOFT,Polyester,,$67.00 ,
SINGLE 140X214CM - MICROSOFT,MICR-089,MICROSOFT,MICROSOFT,Polyester,,$47.50 ,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,100% Feather,Duck,$23.00 ,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,$37.00 ,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,$46.00 ,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,$69.00 ,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPE-041,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,$109.50 ,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,100% Feather,Duck,$26.00 ,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,$60.50 ,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,$84.00 ,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,$132.00 ,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPE-043,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,$172.00 ,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,100% Feather,Duck,$29.00 ,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,58.5,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,75,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,105.5,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPE-044,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,138,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,100% Feather,Duck,$29.00 ,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,30% Down 70% Feather,Duck,59,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,50% Down 50% Feather,Duck,64.5,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Duck,$99.50 ,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPE-042,PIPED PILLOWS,PILLOWS,80% Down 20% Feather,Goose,$121.50 ,
45X70CM 80 CHAMBER PILLOW,CHAM-039,CHAMBER PILLOW,PILLOWS,80% Down 20% Feather,Duck,$46.00 ,?
50X90CM 80 CHAMBER PILLOW,CHAM-040,CHAMBER PILLOW,PILLOWS,80% Down 20% Feather,Duck,,
45X70CM 50 CHAMBER PILLOW,CHAM-039,CHAMBER PILLOW,PILLOWS,,Duck,$37.00 ,
50X90CM 50 CHAMBER PILLOW,CHAM-040,CHAMBER PILLOW,PILLOWS,,Duck,,
SINGLE - 4 SEASONS FILLED,SEAS-034,4 SEASONS FILLED,4 SEASON,,Duck,157,
SINGLE - 4 SEASONS FILLED,SEAS-034,4 SEASONS FILLED,5 SEASON,,Goose,207,
DOUBLE - 4 SEASONS FILLED,SEAS-035,4 SEASONS FILLED,6 SEASON,,Duck,$183.00 ,
DOUBLE - 4 SEASONS FILLED,SEAS-035,4 SEASONS FILLED,7 SEASON,,Goose,$236.00 ,
QUEEN - 4 SEASONS FILLED,SEAS-036,4 SEASONS FILLED,8 SEASON,,Duck,$214.00 ,
QUEEN - 4 SEASONS FILLED,SEAS-036,4 SEASONS FILLED,9 SEASON,,Goose,$282.00 ,
KING - 4 SEASONS FILLED,SEAS-037,4 SEASONS FILLED,10 SEASON,,Duck,$241.50 ,
KING - 4 SEASONS FILLED,SEAS-037,4 SEASONS FILLED,11 SEASON,,Goose,$305.00 ,
SUPER KING - 4 SEASONS FILLED,SEAS-038,4 SEASONS FILLED,12 SEASON,,Duck,$322.00 ,
SUPER KING - 4 SEASONS FILLED,SEAS-038,4 SEASONS FILLED,13 SEASON,,Goose,$391.00 ,
SINGLE - 50% DUCK WINTER FILLED,DUCK-055,50% DUCK WINTER FILLED,WINTER,,Duck,$92.00 ,
DOUBLE - 50% DUCK WINTER FILLED,DUCK-056,50% DUCK WINTER FILLED,WINTER,,Duck,$103.50 ,
QUEEN - 50% DUCK WINTER FILLED,DUCK-057,50% DUCK WINTER FILLED,WINTER,,Duck,$121.00 ,
KING - 50% DUCK WINTER FILLED,DUCK-058,50% DUCK WINTER FILLED,WINTER,,Duck,$138.00 ,
SUPER KING - 50% DUCK WINTER FILLED,DUCK-059,50% DUCK WINTER FILLED,WINTER,,Duck,$167.00 ,
SINGLE - 50% MID WARM FILLED,MIDW-060,50% MID WARM FILLED,MID WARM,,Duck,$80.50 ,
DOUBLE - 50% MID WARM FILLED,MIDW-061,50% MID WARM FILLED,MID WARM,,Duck,$92.00 ,
QUEEN - 50% MID WARM FILLED,MIDW-062,50% MID WARM FILLED,MID WARM,,Duck,$109.50 ,
KING - 50% MID WARM FILLED,MIDW-063,50% MID WARM FILLED,MID WARM,,Duck,$121.00 ,
SUPER KING - 50% MID WARM FILLED,MIDW-064,50% MID WARM FILLED,MID WARM,,Duck,$155.50 ,
SINGLE - 80% MID WARM FILLED,MIDW-050,80% MID WARM FILLED,MID WARM,,Duck,$109.50 ,
SINGLE - 80% MID WARM FILLED,MIDW-050,80% MID WARM FILLED,MID WARM,,Goose,$171.50 ,
SINGLE - 80% MID WARM FILLED,MIDW-050,80% MID WARM FILLED,MID WARM,,Hungarian,$183.00 ,
DOUBLE - 80% MID WARM FILLED,MIDW-051,80% MID WARM FILLED,MID WARM,,Duck,$126.50 ,
DOUBLE - 80% MID WARM FILLED,MIDW-051,80% MID WARM FILLED,MID WARM,,Goose,$199.00 ,
DOUBLE - 80% MID WARM FILLED,MIDW-051,80% MID WARM FILLED,MID WARM,,Hungarian,$210.50 ,
QUEEN - 80% MID WARM FILLED,MIDW-052,80% MID WARM FILLED,MID WARM,,Duck,$147.00 ,
QUEEN - 80% MID WARM FILLED,MIDW-052,80% MID WARM FILLED,MID WARM,,Goose,$226.50 ,
QUEEN - 80% MID WARM FILLED,MIDW-052,80% MID WARM FILLED,MID WARM,,Hungarian,$249.00 ,
KING - 80% MID WARM FILLED,MIDW-053,80% MID WARM FILLED,MID WARM,,Duck,$161.50 ,
KING - 80% MID WARM FILLED,MIDW-053,80% MID WARM FILLED,MID WARM,,Goose,$258.50 ,
KING - 80% MID WARM FILLED,MIDW-053,80% MID WARM FILLED,MID WARM,,Hungarian,$267.00 ,
SUPER KING - 80% MID WARM FILLED,MIDW-054,80% MID WARM FILLED,MID WARM,,Duck,$209.50 ,
SUPER KING - 80% MID WARM FILLED,MIDW-054,80% MID WARM FILLED,MID WARM,,Goose,$356.00 ,
SUPER KING - 80% MID WARM FILLED,MIDW-054,80% MID WARM FILLED,MID WARM,,Hungarian,$362.00 ,
SINGLE - 80% WINTER FILLED,WINT-045,80% WINTER FILLED,WINTER,,Duck,$121.00 ,
SINGLE - 80% WINTER FILLED,WINT-045,80% WINTER FILLED,WINTER,,Goose,$184.00 ,
DOUBLE - 80% WINTER FILLED,WINT-046,80% WINTER FILLED,WINTER,,Duck,$140.00 ,
DOUBLE - 80% WINTER FILLED,WINT-046,80% WINTER FILLED,WINTER,,Goose,$213.00 ,
QUEEN - 80% WINTER FILLED,WINT-047,80% WINTER FILLED,WINTER,,Duck,$167.00 ,
QUEEN - 80% WINTER FILLED,WINT-047,80% WINTER FILLED,WINTER,,Goose,$247.50 ,
KING - 80% WINTER FILLED,WINT-048,80% WINTER FILLED,WINTER,,Duck,$189.00 ,
KING - 80% WINTER FILLED,WINT-048,80% WINTER FILLED,WINTER,,Goose,$282.00 ,
SUPER KING - 80% WINTER FILLED,WINT-049,80% WINTER FILLED,WINTER,,Duck,$265.50 ,
SUPER KING - 80% WINTER FILLED,WINT-049,80% WINTER FILLED,WINTER,,Goose,$379.50 ,
45X70CM - (48X73CM) - STRIP PILLOW,STRI-080,STRIP PILLOW,PILLOWS,,Hungarian,$105.00 ,
50X90CM - (53X93CM) - STRIP PILLOW,STRI-081,STRIP PILLOW,PILLOWS,,Hungarian,$113.00 ,
SINGLE - STRIPPED QUILT,STRI-078,STRIPPED QUILT,WINTER,,Hungarian,$142.20 ,
DOUBLE - STRIPPED QUILT,STRI-075,STRIPPED QUILT,WINTER,,Hungarian,$173.70 ,
QUEEN - STRIPPED QUILT,STRI-077,STRIPPED QUILT,WINTER,,Hungarian,$188.20 ,
KING - STRIPPED QUILT,STRI-076,STRIPPED QUILT,WINTER,,Hungarian,$209.20 ,
SUPER KING - STRIPPED QUILT,STRI-079,STRIPPED QUILT,WINTER,,Hungarian,$276.20 ,
Double/Queen 230 x 240cms 450gms - SILVER BLANKET,SILV-102,SILVER BLANKET,BLANKET,,Silver Blanket,$70.00 ,
King/Super King 270 x 240cms 535 gms - SILVER BLANKET,SILV-103,SILVER BLANKET,BLANKET,,Silver Blanket,$81.00 ,
Single/ King Single 180 x 230gms 300gms - SILVER BLANKET,SILV-101,SILVER BLANKET,BLANKET,,Silver Blanket,$56.00 ,
Double/Queen 230 x 240cms 450gms - KHAKI BLANKET,KHAK-105,KHAKI BLANKET,BLANKET,,Khaki Blanket,$70.00 ,
King/Super King 270 x 240cms 535 gms - KHAKI BLANKET,KHAK-106,KHAKI BLANKET,BLANKET,,Khaki Blanket,$81.00 ,
Single/ King Single 180 x 230gms 300gms - KHAKI BLANKET,KHAK-104,KHAKI BLANKET,BLANKET,,Khaki Blanket,$56.00 ,
