Product Name,Category,SKU,Filling,Weight, Customer Price 
65X40CM - (68X43CM),INSERTS,PFH306,50% Down 50% Feather,Firm Fill,$52.60
65X40CM - (68X43CM),INSERTS,PFH307,50% Down 50% Feather,Extra Firm Fill,$55.20
65X40CM - (68X43CM),INSERTS,PFH308,80% Down 20% Feather,Normal,$61.00
65X40CM - (68X43CM),INSERTS,PFH309,80% Down 20% Feather,Firm Fill,$63.60
65X40CM - (68X43CM),INSERTS,PFH310,80% Down 20% Feather,Extra Firm Fill,$66.20
65X65CM - (68X68CM),INSERTS,PFH311,100% Feather,Normal,$22.00
65X65CM - (68X68CM),INSERTS,PFH312,100% Feather,Firm Fill,$22.60
65X65CM - (68X68CM),INSERTS,PFH313,100% Feather,Extra Firm Fill,$23.20
65X65CM - (68X68CM),INSERTS,PFH314,Duck Feather - Foam,Normal,$28.75
65X65CM - (68X68CM),INSERTS,PFH315,Duck Feather - Foam,Firm Fill,$29.35
65X65CM - (68X68CM),INSERTS,PFH316,Duck Feather - Foam,Extra Firm Fill,$29.95
65X65CM - (68X68CM),INSERTS,PFH317,Duck Feather - Fibre,Normal,$28.75
65X65CM - (68X68CM),INSERTS,PFH318,Duck Feather - Fibre,Firm Fill,$29.35
65X65CM - (68X68CM),INSERTS,PFH319,Duck Feather - Fibre,Extra Firm Fill,$29.95
65X65CM - (68X68CM),INSERTS,PFH320,100% Polyester,Normal,$28.75
65X65CM - (68X68CM),INSERTS,PFH321,100% Polyester,Firm Fill,$29.35
65X65CM - (68X68CM),INSERTS,PFH322,100% Polyester,Extra Firm Fill,$29.95
65X65CM - (68X68CM),INSERTS,PFH323,30% Down 70% Feather,Normal,$54.60
65X65CM - (68X68CM),INSERTS,PFH324,30% Down 70% Feather,Firm Fill,$57.20
65X65CM - (68X68CM),INSERTS,PFH325,30% Down 70% Feather,Extra Firm Fill,$59.80
65X65CM - (68X68CM),INSERTS,PFH326,50% Down 50% Feather,Normal,$76.50
65X65CM - (68X68CM),INSERTS,PFH327,50% Down 50% Feather,Firm Fill,$79.10
65X65CM - (68X68CM),INSERTS,PFH328,50% Down 50% Feather,Extra Firm Fill,$81.70
65X65CM - (68X68CM),INSERTS,PFH329,80% Down 20% Feather,Normal,$91.00
65X65CM - (68X68CM),INSERTS,PFH330,80% Down 20% Feather,Firm Fill,$93.60
65X65CM - (68X68CM),INSERTS,PFH331,80% Down 20% Feather,Extra Firm Fill,$96.20
SINGLE 140X214CM - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH332,Duck,,$71.00
SINGLE 140X214CM - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH333,Goose,,$88.00
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH334,Duck,,$100.50
DOUBLE 184X214CM - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH335,Goose,,$110.00
KING SINGLE - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH336,Duck,,$100.50
KING SINGLE - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH337,Goose,,$110.00
QUEEN - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH338,Duck,,$106.50
QUEEN - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH339,Goose,,$133.00
KING - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH340,Duck,,$120.50
KING - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH341,Goose,,$156.50
DOUBLE 184X214CM - MICROSOFT,MICROSOFT,PFH342,Polyester,,$45.00
KING 244X214CM - MICROSOFT,MICROSOFT,PFH343,Polyester,,$56.00
QUEEN 214X214CM - MICROSOFT,MICROSOFT,PFH344,Polyester,,$50.00
SINGLE 140X214CM - MICROSOFT,MICROSOFT,PFH345,Polyester,,$35.00
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH346,100% Feather,Duck,$20.00
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH347,30% Down 70% Feather,Duck,$32.00
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH348,50% Down 50% Feather,Duck,$40.00
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH349,80% Down 20% Feather,Duck,$60.00
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH350,80% Down 20% Feather,Goose,$95.00
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH351,100% Feather,Duck,$25.00
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH352,30% Down 70% Feather,Duck,$51.00
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH353,50% Down 50% Feather,Duck,$65.00
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH354,80% Down 20% Feather,Duck,$87.50
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH355,80% Down 20% Feather,Goose,$120.00
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH356,100% Feather,Duck,$25.00
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH357,30% Down 70% Feather,Duck,$51.00
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH358,50% Down 50% Feather,Duck,$65.00
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH359,80% Down 20% Feather,Duck,$87.50
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH360,80% Down 20% Feather,Goose,$120.00
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH361,100% Feather,Duck,$25.00
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH362,30% Down 70% Feather,Duck,$51.00
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH363,50% Down 50% Feather,Duck,$65.00
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH364,80% Down 20% Feather,Duck,$87.50
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH365,80% Down 20% Feather,Goose,$120.00
SINGLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH366,Duck,,$136.50
SINGLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH367,Goose,,$180.00
DOUBLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH368,Duck,,$159.00
DOUBLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH369,Goose,,$205.00
QUEEN - 4 SEASONS FILLED,4 SEASONS FILLED,PFH370,Duck,,$186.00
QUEEN - 4 SEASONS FILLED,4 SEASONS FILLED,PFH371,Goose,,$245.00
KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH372,Duck,,$210.00
KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH373,Goose,,$265.00
SUPER KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH374,Duck,,$280.00
SUPER KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH375,Goose,,$340.00
SINGLE - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH376,Duck,,$80.00
DOUBLE - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH377,Duck,,$90.00
QUEEN - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH378,Duck,,$105.00
KING - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH379,Duck,,$120.00
SUPER KING - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH380,Duck,,$145.00
SINGLE - 50% MID WARM FILLED,50% MID WARM FILLED,PFH381,Duck,,$70.00
DOUBLE - 50% MID WARM FILLED,50% MID WARM FILLED,PFH382,Duck,,$80.00
QUEEN - 50% MID WARM FILLED,50% MID WARM FILLED,PFH383,Duck,,$95.00
KING - 50% MID WARM FILLED,50% MID WARM FILLED,PFH384,Duck,,$105.00
SUPER KING - 50% MID WARM FILLED,50% MID WARM FILLED,PFH385,Duck,,$135.00
SINGLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH386,Duck,,$95.00
SINGLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH387,Goose,,$149.00
SINGLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH388,Hungarian,,$159.00
DOUBLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH389,Duck,,$110.00
DOUBLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH390,Goose,,$173.00
DOUBLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH391,Hungarian,,$183.00
QUEEN - 80% MID WARM FILLED,80% MID WARM FILLED,PFH392,Duck,,$127.50
QUEEN - 80% MID WARM FILLED,80% MID WARM FILLED,PFH393,Goose,,$197.00
QUEEN - 80% MID WARM FILLED,80% MID WARM FILLED,PFH394,Hungarian,,$216.50
KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH395,Duck,,$140.50
KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH396,Goose,,$224.50
KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH397,Hungarian,,$232.00
SUPER KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH398,Duck,,$182.00
SUPER KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH399,Goose,,$309.50
SUPER KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH400,Hungarian,,$314.00
SINGLE - 80% WINTER FILLED,80% WINTER FILLED,PFH401,Duck,,$105.00
SINGLE - 80% WINTER FILLED,80% WINTER FILLED,PFH402,Goose,,$160.00
DOUBLE - 80% WINTER FILLED,80% WINTER FILLED,PFH403,Duck,,$120.00
DOUBLE - 80% WINTER FILLED,80% WINTER FILLED,PFH404,Goose,,$185.00
QUEEN - 80% WINTER FILLED,80% WINTER FILLED,PFH405,Duck,,$140.00
QUEEN - 80% WINTER FILLED,80% WINTER FILLED,PFH406,Goose,,$215.00
KING - 80% WINTER FILLED,80% WINTER FILLED,PFH407,Duck,,$160.00
KING - 80% WINTER FILLED,80% WINTER FILLED,PFH408,Goose,,$245.00
SUPER KING - 80% WINTER FILLED,80% WINTER FILLED,PFH409,Duck,,$230.00
SUPER KING - 80% WINTER FILLED,80% WINTER FILLED,PFH410,Goose,,$330.00
45X70CM - (48X73CM) 80 - CHAMBER PILLOW,CHAMBER PILLOW,PFH411,Duck,,$40.00
50X90CM - (53X93CM) 80 - CHAMBER PILLOW,CHAMBER PILLOW,PFH412,Duck,,$62.00
45X70CM - (48X73CM) 50 - CHAMBER PILLOW,CHAMBER PILLOW,PFH413,Duck,,$32.00
50X90CM - (53X93CM) 50 - CHAMBER PILLOW,CHAMBER PILLOW,PFH414,Duck,,
45X70CM - (48X73CM) - STRIP PILLOW,STRIP PILLOW,PFH415,Hungarian,,$105.00
50X90CM - (53X93CM) - STRIP PILLOW,STRIP PILLOW,PFH416,Hungarian,,$113.00
SINGLE - STRIPPED QUILT,STRIPPED QUILT,PFH417,Hungarian,,$142.20
DOUBLE - STRIPPED QUILT,STRIPPED QUILT,PFH418,Hungarian,,$173.70
QUEEN - STRIPPED QUILT,STRIPPED QUILT,PFH419,Hungarian,,$188.20
KING - STRIPPED QUILT,STRIPPED QUILT,PFH420,Hungarian,,$209.20
SUPER KING - STRIPPED QUILT,STRIPPED QUILT,PFH421,Hungarian,,$276.20
Double/Queen 230 x 240cms 450gms - SILVER BLANKET,SILVER BLANKET,PFH422,Silver Blanket,,$70.00
King/Super King 270 x 240cms 535 gms - SILVER BLANKET,SILVER BLANKET,PFH423,Silver Blanket,,$81.00
Single/ King Single 180 x 230gms 300gms - SILVER BLANKET,SILVER BLANKET,PFH424,Silver Blanket,,$56.00
Double/Queen 230 x 240cms 450gms - KHAKI BLANKET,KHAKI BLANKET,PFH425,Khaki Blanket,,$70.00
King/Super King 270 x 240cms 535 gms - KHAKI BLANKET,KHAKI BLANKET,PFH426,Khaki Blanket,,$81.00
Single/ King Single 180 x 230gms 300gms - KHAKI BLANKET,KHAKI BLANKET,PFH427,Khaki Blanket,,$56.00
