Product Name,Category,SKU,Filling,Weight,Customer Price,,,
45X70CM,INSERTS,JB119,30% Down 70% Feather,Extra Firm Fill,41.9,,,
45X70CM,INSERTS,JB120,50% Down 50% Feather,Normal,$52.15,,,
45X70CM,INSERTS,JB121,50% Down 50% Feather,Firm Fill,54.75,,,
45X70CM,INSERTS,JB122,50% Down 50% Feather,Extra Firm Fill,57.35,,,
45X70CM,INSERTS,JB123,80% Down 20% Feather,Normal,$73.00,,,
45X70CM,INSERTS,JB124,80% Down 20% Feather,Firm Fill,75.6,,,
45X70CM,INSERTS,JB125,80% Down 20% Feather,Extra Firm Fill,78.2,,,
50X110CM,INSERTS,JB126,100% Feather,Normal,$50.00,,,
50X110CM,INSERTS,JB127,100% Feather,Firm Fill,$50.60,,,
50X110CM,INSERTS,JB128,100% Feather,Extra Firm Fill,$51.80,,,
50X110CM,INSERTS,JB129,Duck Feather - Foam,Normal,$50.00,,,
50X110CM,INSERTS,JB130,Duck Feather - Foam,Firm Fill,$50.60,,,
50X110CM,INSERTS,JB131,Duck Feather - Foam,Extra Firm Fill,$51.20,,,
50X110CM,INSERTS,JB132,Duck Feather - Fibre,Normal,$50.00,,,
50X110CM,INSERTS,JB133,Duck Feather - Fibre,Firm Fill,$50.60,,,
50X110CM,INSERTS,JB134,Duck Feather - Fibre,Extra Firm Fill,$51.20,,,
50X110CM,INSERTS,JB135,100% Polyester,Normal,$46.00,,,
50X110CM,INSERTS,JB136,100% Polyester,Firm Fill,$46.60,,,
50X110CM,INSERTS,JB137,100% Polyester,Extra Firm Fill,$47.20,,,
50X110CM,INSERTS,JB138,30% Down 70% Feather,Normal,$95.00,,,
50X110CM,INSERTS,JB139,30% Down 70% Feather,Firm Fill,$96.00,,,
50X110CM,INSERTS,JB140,30% Down 70% Feather,Extra Firm Fill,96.6,,,
50X110CM,INSERTS,JB141,50% Down 50% Feather,Normal,$113.25,,,
50X110CM,INSERTS,JB142,50% Down 50% Feather,Firm Fill,$114.25,,,
50X110CM,INSERTS,JB143,50% Down 50% Feather,Extra Firm Fill,$114.85,,,
50X110CM,INSERTS,JB144,80% Down 20% Feather,Normal,$136.25,,,
50X110CM,INSERTS,JB145,80% Down 20% Feather,Firm Fill,$137.25,,,
50X110CM,INSERTS,JB146,80% Down 20% Feather,Extra Firm Fill,$137.85,,,
50X30CM,INSERTS,JB147,100% Feather,Normal,$13.20,,,
50X30CM,INSERTS,JB148,100% Feather,Extra Firm Fill,13.8,,,
50X30CM,INSERTS,JB149,Duck Feather - Foam,Normal,$15.00,,,
50X30CM,INSERTS,JB150,Duck Feather - Foam,Firm Fill,15.6,,,
50X30CM,INSERTS,JB151,Duck Feather - Foam,Extra Firm Fill,16.2,,,
50X30CM,INSERTS,JB152,Duck Feather - Fibre,Normal,$15.00,,,
50X30CM,INSERTS,JB153,Duck Feather - Fibre,Firm Fill,15.6,,,
50X30CM,INSERTS,JB154,Duck Feather - Fibre,Extra Firm Fill,16.2,,,
50X30CM,INSERTS,JB155,100% Polyester,Normal,$15.00,,,
50X30CM,INSERTS,JB156,100% Polyester,Firm Fill,15.6,,,
50X30CM,INSERTS,JB157,100% Polyester,Extra Firm Fill,16.2,,,
50X30CM,INSERTS,JB158,30% Down 70% Feather,Normal,$23.00,,,
50X30CM,INSERTS,JB159,30% Down 70% Feather,Firm Fill,25.6,,,
50X30CM,INSERTS,JB160,30% Down 70% Feather,Extra Firm Fill,28.2,,,
50X30CM,INSERTS,JB161,50% Down 50% Feather,Normal,$31.00,,,
50X30CM,INSERTS,JB162,50% Down 50% Feather,Firm Fill,33.6,,,
50X30CM,INSERTS,JB163,50% Down 50% Feather,Extra Firm Fill,36.2,,,
50X30CM,INSERTS,JB164,80% Down 20% Feather,Normal,$48.00,,,
50X30CM,INSERTS,JB165,80% Down 20% Feather,Firm Fill,50.6,,,
50X30CM,INSERTS,JB166,80% Down 20% Feather,Extra Firm Fill,53.2,,,
50X50CM,INSERTS,JB167,100% Feather,Normal,$11.50,,,
50X50CM,INSERTS,JB168,100% Feather,Extra Firm Fill,12.1,,,
50X50CM,INSERTS,JB169,Duck Feather - Foam,Normal,$13.50,,,
50X50CM,INSERTS,JB170,Duck Feather - Foam,Firm Fill,14.1,,,
50X50CM,INSERTS,JB171,Duck Feather - Foam,Extra Firm Fill,14.7,,,
50X50CM,INSERTS,JB172,Duck Feather - Fibre,Normal,$13.50,,,
50X50CM,INSERTS,JB173,Duck Feather - Fibre,Firm Fill,14.1,,,
50X50CM,INSERTS,JB174,Duck Feather - Fibre,Extra Firm Fill,14.7,,,
50X50CM,INSERTS,JB175,100% Polyester,Normal,$13.50,,,
50X50CM,INSERTS,JB176,100% Polyester,Firm Fill,14.1,,,
50X50CM,INSERTS,JB177,100% Polyester,Extra Firm Fill,14.7,,,
50X50CM,INSERTS,JB178,30% Down 70% Feather,Normal,$26.50,,,
50X50CM,INSERTS,JB179,30% Down 70% Feather,Firm Fill,29.1,,,
50X50CM,INSERTS,JB180,30% Down 70% Feather,Extra Firm Fill,31.7,,,
50X50CM,INSERTS,JB181,50% Down 50% Feather,Normal,$45.00,,,
50X50CM,INSERTS,JB182,50% Down 50% Feather,Firm Fill,47.6,,,
