Product Name	Category	SKU	Filling	Weight	Customer Price
30X55CM	INSERTS	MW59	100% Feather	Firm Fill	15.1
30X55CM	INSERTS	MW60	100% Feather	Extra Firm Fill	15.7
30X55CM	INSERTS	MW61	Duck Feather - Foam	Normal	$16.00
30X55CM	INSERTS	MW62	Duck Feather - Foam	Firm Fill	16.6
30X55CM	INSERTS	MW63	Duck Feather - Foam	Extra Firm Fill	17.2
30X55CM	INSERTS	MW64	Duck Feather - Fibre	Normal	$16.00
30X55CM	INSERTS	MW65	Duck Feather - Fibre	Firm Fill	16.6
30X55CM	INSERTS	MW66	Duck Feather - Fibre	Extra Firm Fill	17.2
30X55CM	INSERTS	MW67	100% Polyester	Normal	$16.00
30X55CM	INSERTS	MW68	100% Polyester	Firm Fill	16.6
30X55CM	INSERTS	MW69	100% Polyester	Extra Firm Fill	17.2
30X55CM	INSERTS	MW70	30% Down 70% Feather	Normal	$27.50
30X55CM	INSERTS	MW71	30% Down 70% Feather	Firm Fill	30.1
30X55CM	INSERTS	MW72	30% Down 70% Feather	Extra Firm Fill	32.7
30X55CM	INSERTS	MW73	50% Down 50% Feather	Normal	$36.80
30X55CM	INSERTS	MW74	50% Down 50% Feather	Firm Fill	39.4
30X55CM	INSERTS	MW75	50% Down 50% Feather	Extra Firm Fill	42
30X55CM	INSERTS	MW76	80% Down 20% Feather	Normal	$52.50
30X55CM	INSERTS	MW77	80% Down 20% Feather	Firm Fill	55.1
30X55CM	INSERTS	MW78	80% Down 20% Feather	Extra Firm Fill	57.7
40X40CM	INSERTS	MW79	100% Feather	Normal	$9.20
40X40CM	INSERTS	MW80	100% Feather	Firm Fill	9.8
40X40CM	INSERTS	MW81	100% Feather	Extra Firm Fill	10.4
40X40CM	INSERTS	MW82	Duck Feather - Foam	Normal	$11.00
40X40CM	INSERTS	MW83	Duck Feather - Foam	Firm Fill	11.6
40X40CM	INSERTS	MW84	Duck Feather - Foam	Extra Firm Fill	12.2
40X40CM	INSERTS	MW85	Duck Feather - Fibre	Normal	$11.00
40X40CM	INSERTS	MW86	Duck Feather - Fibre	Firm Fill	11.6
