Product Name,Category,Sku,Filling,Weight, Customer Price ,,
50X90CM,INSERTS,INTERIOR - 224,50% Down 50% Feather,Normal,$92.55,,
50X90CM,INSERTS,INTERIOR - 225,50% Down 50% Feather,Firm Fill,$95.15,,
50X90CM,INSERTS,INTERIOR - 226,50% Down 50% Feather,Extra Firm Fill,$97.75,,
50X90CM,INSERTS,INTERIOR - 227,80% Down 20% Feather,Normal,$107.00,,
50X90CM,INSERTS,INTERIOR - 228,80% Down 20% Feather,Firm Fill,$109.60,,
50X90CM,INSERTS,INTERIOR - 229,80% Down 20% Feather,Extra Firm Fill,$112.20,,
55X55CM,INSERTS,INTERIOR - 230,100% Feather,Normal,$12.00,,
55X55CM,INSERTS,INTERIOR - 231,100% Feather,Firm Fill,$12.60,,
55X55CM,INSERTS,INTERIOR - 232,100% Feather,Extra Firm Fill,$13.20,,
55X55CM,INSERTS,INTERIOR - 233,Duck Feather - Foam,Normal,$15.00,,
55X55CM,INSERTS,INTERIOR - 234,Duck Feather - Foam,Firm Fill,$15.60,,
55X55CM,INSERTS,INTERIOR - 235,Duck Feather - Foam,Extra Firm Fill,$16.20,,
55X55CM,INSERTS,INTERIOR - 236,Duck Feather - Fibre,Normal,$15.00,,
55X55CM,INSERTS,INTERIOR - 237,Duck Feather - Fibre,Firm Fill,$15.60,,
55X55CM,INSERTS,INTERIOR - 238,Duck Feather - Fibre,Extra Firm Fill,$16.20,,
55X55CM,INSERTS,INTERIOR - 239,100% Polyester,Normal,$15.00,,
55X55CM,INSERTS,INTERIOR - 240,100% Polyester,Firm Fill,$15.60,,
55X55CM,INSERTS,INTERIOR - 241,100% Polyester,Extra Firm Fill,$16.20,,
55X55CM,INSERTS,INTERIOR - 242,30% Down 70% Feather,Normal,$30.25,,
55X55CM,INSERTS,INTERIOR - 243,30% Down 70% Feather,Firm Fill,$32.85,,
55X55CM,INSERTS,INTERIOR - 244,30% Down 70% Feather,Extra Firm Fill,$35.45,,
55X55CM,INSERTS,INTERIOR - 245,50% Down 50% Feather,Normal,$45.10,,
55X55CM,INSERTS,INTERIOR - 246,50% Down 50% Feather,Firm Fill,$47.70,,
55X55CM,INSERTS,INTERIOR - 247,50% Down 50% Feather,Extra Firm Fill,$50.30,,
55X55CM,INSERTS,INTERIOR - 248,80% Down 20% Feather,Normal,$65.00,,
55X55CM,INSERTS,INTERIOR - 249,80% Down 20% Feather,Firm Fill,$67.60,,
55X55CM,INSERTS,INTERIOR - 250,80% Down 20% Feather,Extra Firm Fill,$70.20,,
60X40CM,INSERTS,INTERIOR - 251,100% Feather,Normal,$15.50,,
60X40CM,INSERTS,INTERIOR - 252,100% Feather,Firm Fill,$16.10,,
60X40CM,INSERTS,INTERIOR - 253,100% Feather,Extra Firm Fill,$16.70,,
60X40CM,INSERTS,INTERIOR - 254,Duck Feather - Foam,Normal,$17.50,,
60X40CM,INSERTS,INTERIOR - 255,Duck Feather - Foam,Firm Fill,$18.10,,
60X40CM,INSERTS,INTERIOR - 256,Duck Feather - Foam,Extra Firm Fill,$18.70,,
60X40CM,INSERTS,INTERIOR - 257,Duck Feather - Fibre,Normal,$17.50,,
60X40CM,INSERTS,INTERIOR - 258,Duck Feather - Fibre,Firm Fill,$18.10,,
60X40CM,INSERTS,INTERIOR - 259,Duck Feather - Fibre,Extra Firm Fill,$18.70,,
60X40CM,INSERTS,INTERIOR - 260,100% Polyester,Normal,$17.50,,
60X40CM,INSERTS,INTERIOR - 261,100% Polyester,Firm Fill,$18.10,,
60X40CM,INSERTS,INTERIOR - 262,100% Polyester,Extra Firm Fill,$18.70,,
60X40CM,INSERTS,INTERIOR - 263,30% Down 70% Feather,Normal,$30.50,,
60X40CM,INSERTS,INTERIOR - 264,30% Down 70% Feather,Firm Fill,$33.10,,
60X40CM,INSERTS,INTERIOR - 265,30% Down 70% Feather,Extra Firm Fill,$35.70,,
60X40CM,INSERTS,INTERIOR - 266,50% Down 50% Feather,Normal,$49.00,,
60X40CM,INSERTS,INTERIOR - 267,50% Down 50% Feather,Firm Fill,$51.60,,
60X40CM,INSERTS,INTERIOR - 268,50% Down 50% Feather,Extra Firm Fill,$54.20,,
60X40CM,INSERTS,INTERIOR - 269,80% Down 20% Feather,Normal,$60.00,,
60X40CM,INSERTS,INTERIOR - 270,80% Down 20% Feather,Firm Fill,$62.60,,
60X40CM,INSERTS,INTERIOR - 271,80% Down 20% Feather,Extra Firm Fill,$65.20,,
60X60CM,INSERTS,INTERIOR - 272,100% Feather,Normal,$15.00,,
60X60CM,INSERTS,INTERIOR - 273,100% Feather,Firm Fill,$15.60,,
60X60CM,INSERTS,INTERIOR - 274,100% Feather,Extra Firm Fill,$16.20,,
60X60CM,INSERTS,INTERIOR - 275,Duck Feather - Foam,Normal,$17.25,,
60X60CM,INSERTS,INTERIOR - 276,Duck Feather - Foam,Firm Fill,$17.85,,
60X60CM,INSERTS,INTERIOR - 277,Duck Feather - Foam,Extra Firm Fill,$18.45,,
60X60CM,INSERTS,INTERIOR - 278,Duck Feather - Fibre,Normal,$17.25,,
60X60CM,INSERTS,INTERIOR - 279,Duck Feather - Fibre,Firm Fill,$17.85,,
60X60CM,INSERTS,INTERIOR - 280,Duck Feather - Fibre,Extra Firm Fill,$18.45,,
60X60CM,INSERTS,INTERIOR - 281,100% Polyester,Normal,$17.25,,
