Product Name,Category,SKU,Filling,Weight,Customer Price,,
50X30CM,INSERTS,JENB142,50% Down 50% Feather,Extra Firm Fill,36.2,,
50X30CM,INSERTS,JENB143,80% Down 20% Feather,Normal,$48.00,,
50X30CM,INSERTS,JENB144,80% Down 20% Feather,Firm Fill,50.6,,
50X30CM,INSERTS,JENB145,80% Down 20% Feather,Extra Firm Fill,53.2,,
50X50CM,INSERTS,JENB146,100% Feather,Normal,$11.50,,
50X50CM,INSERTS,JENB147,100% Feather,Extra Firm Fill,12.1,,
50X50CM,INSERTS,JENB148,Duck Feather - Foam,Normal,$13.50,,
50X50CM,INSERTS,JENB149,Duck Feather - Foam,Firm Fill,14.1,,
50X50CM,INSERTS,JENB150,Duck Feather - Foam,Extra Firm Fill,14.7,,
50X50CM,INSERTS,JENB151,Duck Feather - Fibre,Normal,$13.50,,
50X50CM,INSERTS,JENB152,Duck Feather - Fibre,Firm Fill,14.1,,
50X50CM,INSERTS,JENB153,Duck Feather - Fibre,Extra Firm Fill,14.7,,
50X50CM,INSERTS,JENB154,100% Polyester,Normal,$13.50,,
50X50CM,INSERTS,JENB155,100% Polyester,Firm Fill,14.1,,
50X50CM,INSERTS,JENB156,100% Polyester,Extra Firm Fill,14.7,,
50X50CM,INSERTS,JENB157,30% Down 70% Feather,Normal,$26.50,,
50X50CM,INSERTS,JENB158,30% Down 70% Feather,Firm Fill,29.1,,
50X50CM,INSERTS,JENB159,30% Down 70% Feather,Extra Firm Fill,31.7,,
50X50CM,INSERTS,JENB160,50% Down 50% Feather,Normal,$45.00,,
50X50CM,INSERTS,JENB161,50% Down 50% Feather,Firm Fill,47.6,,
50X50CM,INSERTS,JENB162,50% Down 50% Feather,Extra Firm Fill,50.2,,
50X50CM,INSERTS,JENB163,80% Down 20% Feather,Normal,$56.00,,
50X50CM,INSERTS,JENB164,80% Down 20% Feather,Firm Fill,58.6,,
50X50CM,INSERTS,JENB165,80% Down 20% Feather,Extra Firm Fill,61.2,,
50X80CM,INSERTS,JENB166,100% Feather,Normal,$26.00,,
50X80CM,INSERTS,JENB167,100% Feather,Firm Fill,28.6,,
50X80CM,INSERTS,JENB168,100% Feather,Extra Firm Fill,31.2,,
50X80CM,INSERTS,JENB169,Duck Feather - Foam,Normal,$32.75,,
50X80CM,INSERTS,JENB170,Duck Feather - Foam,Firm Fill,26.6,,
50X80CM,INSERTS,JENB171,Duck Feather - Foam,Extra Firm Fill,27.2,,
50X80CM,INSERTS,JENB172,Duck Feather - Fibre,Normal,$32.75,,
50X80CM,INSERTS,JENB173,Duck Feather - Fibre,Firm Fill,33.35,,
50X80CM,INSERTS,JENB174,Duck Feather - Fibre,Extra Firm Fill,33.95,,
50X80CM,INSERTS,JENB175,100% Polyester,Normal,$32.75,,
50X80CM,INSERTS,JENB176,100% Polyester,Firm Fill,33.35,,
50X80CM,INSERTS,JENB177,100% Polyester,Extra Firm Fill,33.95,,
50X80CM,INSERTS,JENB178,30% Down 70% Feather,Normal,$58.60,,
50X80CM,INSERTS,JENB179,30% Down 70% Feather,Firm Fill,61.2,,
50X80CM,INSERTS,JENB180,30% Down 70% Feather,Extra Firm Fill,63.8,,
50X80CM,INSERTS,JENB181,50% Down 50% Feather,Normal,$80.50,,
50X80CM,INSERTS,JENB182,50% Down 50% Feather,Firm Fill,83.1,,
50X80CM,INSERTS,JENB183,50% Down 50% Feather,Extra Firm Fill,85.7,,
50X80CM,INSERTS,JENB184,80% Down 20% Feather,Normal,$95.00,,
50X80CM,INSERTS,JENB185,80% Down 20% Feather,Firm Fill,97.6,,
50X80CM,INSERTS,JENB186,80% Down 20% Feather,Extra Firm Fill,100.2,,
50X90CM,INSERTS,JENB187,100% Feather,Normal,$29.30,,
50X90CM,INSERTS,JENB188,100% Feather,Extra Firm Fill,31.9,,
50X90CM,INSERTS,JENB189,Duck Feather - Foam,Normal,$38.50,,
50X90CM,INSERTS,JENB190,Duck Feather - Foam,Firm Fill,41.1,,
50X90CM,INSERTS,JENB191,Duck Feather - Foam,Extra Firm Fill,43.7,,
50X90CM,INSERTS,JENB192,Duck Feather - Fibre,Normal,$38.50,,
50X90CM,INSERTS,JENB193,Duck Feather - Fibre,Firm Fill,29.9,,
50X90CM,INSERTS,JENB194,Duck Feather - Fibre,Extra Firm Fill,30.5,,
50X90CM,INSERTS,JENB195,100% Polyester,Normal,$38.50,,
50X90CM,INSERTS,JENB196,100% Polyester,Firm Fill,29.9,,
50X90CM,INSERTS,JENB197,100% Polyester,Extra Firm Fill,30.5,,
50X90CM,INSERTS,JENB198,30% Down 70% Feather,Normal,$71.00,,
50X90CM,INSERTS,JENB199,30% Down 70% Feather,Firm Fill,73.6,,
50X90CM,INSERTS,JENB200,30% Down 70% Feather,Extra Firm Fill,76.2,,
50X90CM,INSERTS,JENB201,50% Down 50% Feather,Normal,$92.55,,
50X90CM,INSERTS,JENB202,50% Down 50% Feather,Firm Fill,95.15,,
50X90CM,INSERTS,JENB203,50% Down 50% Feather,Extra Firm Fill,97.75,,
50X90CM,INSERTS,JENB204,80% Down 20% Feather,Normal,$107.00,,
50X90CM,INSERTS,JENB205,80% Down 20% Feather,Firm Fill,109.6,,
50X90CM,INSERTS,JENB206,80% Down 20% Feather,Extra Firm Fill,112.2,,
55X55CM,INSERTS,JENB207,100% Feather,Normal,$12.00,,
55X55CM,INSERTS,JENB208,100% Feather,Firm Fill,12.6,,
