Product Name,SKU,Category,Category,Filling,Weight,
45X45CM ,INSE-003,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
45X45CM ,INSE-003,INSERTS,INSERTS,50% Down 50% Feather,Normal,
45X45CM ,INSE-003,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
45X45CM ,INSE-003,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
45X45CM ,INSE-003,INSERTS,INSERTS,80% Down 20% Feather,Normal,
45X45CM ,INSE-003,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
45X45CM ,INSE-003,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,100% Feather,Normal,
40X80CM,INSE-004,INSERTS,INSERTS,100% Feather,Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Foam,Normal,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,100% Polyester,Normal,
40X80CM,INSE-004,INSERTS,INSERTS,100% Polyester,Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,30% Down 70% Feather,Normal,
40X80CM,INSE-004,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,50% Down 50% Feather,Normal,
40X80CM,INSE-004,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,80% Down 20% Feather,Normal,
40X80CM,INSE-004,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
40X80CM,INSE-004,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,100% Feather,Normal,
45X70CM,INSE-005,INSERTS,INSERTS,100% Feather,Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Foam,Normal,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,100% Polyester,Normal,
45X70CM,INSE-005,INSERTS,INSERTS,100% Polyester,Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,30% Down 70% Feather,Normal,
45X70CM,INSE-005,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,50% Down 50% Feather,Normal,
45X70CM,INSE-005,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,80% Down 20% Feather,Normal,
45X70CM,INSE-005,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
45X70CM,INSE-005,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,100% Feather,Normal,
50X110CM,INSE-006,INSERTS,INSERTS,100% Feather,Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Foam,Normal,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,100% Polyester,Normal,
50X110CM,INSE-006,INSERTS,INSERTS,100% Polyester,Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,30% Down 70% Feather,Normal,
50X110CM,INSE-006,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,50% Down 50% Feather,Normal,
50X110CM,INSE-006,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,80% Down 20% Feather,Normal,
50X110CM,INSE-006,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
50X110CM,INSE-006,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Feather,Normal,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Feather,Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Foam,Normal,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Polyester,Normal,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Polyester,Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,30% Down 70% Feather,Normal,
50X30CM ,INSE-007,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,50% Down 50% Feather,Normal,
50X30CM ,INSE-007,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,80% Down 20% Feather,Normal,
50X30CM ,INSE-007,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
50X30CM ,INSE-007,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,100% Feather,Normal,
50X50CM,INSE-008,INSERTS,INSERTS,100% Feather,Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Foam,Normal,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,100% Polyester,Normal,
50X50CM,INSE-008,INSERTS,INSERTS,100% Polyester,Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,30% Down 70% Feather,Normal,
50X50CM,INSE-008,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,50% Down 50% Feather,Normal,
50X50CM,INSE-008,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,80% Down 20% Feather,Normal,
50X50CM,INSE-008,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
50X50CM,INSE-008,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,100% Feather,Normal,
50X80CM,INSE-009,INSERTS,INSERTS,100% Feather,Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Foam,Normal,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,100% Polyester,Normal,
50X80CM,INSE-009,INSERTS,INSERTS,100% Polyester,Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,30% Down 70% Feather,Normal,
50X80CM,INSE-009,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,50% Down 50% Feather,Normal,
50X80CM,INSE-009,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,80% Down 20% Feather,Normal,
50X80CM,INSE-009,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
50X80CM,INSE-009,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Feather,Normal,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Feather,Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Foam,Normal,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Polyester,Normal,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Polyester,Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,30% Down 70% Feather,Normal,
50X90CM ,INSE-010,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,50% Down 50% Feather,Normal,
50X90CM ,INSE-010,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,80% Down 20% Feather,Normal,
50X90CM ,INSE-010,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,
50X90CM ,INSE-010,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Normal,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,
