Product Name,SKU,Category,Filling,Weight,Customer Price,,,,,,,
50X50CM,INSERTS,FL236,80% Down 20% Feather,Firm Fill,58.6,,,,,,,
50X50CM,INSERTS,FL237,80% Down 20% Feather,Extra Firm Fill,61.2,,,,,,,
50X80CM,INSERTS,FL238,100% Feather,Normal,$26.00,,,,,,,
50X80CM,INSERTS,FL239,100% Feather,Firm Fill,28.6,,,,,,,
50X80CM,INSERTS,FL240,100% Feather,Extra Firm Fill,31.2,,,,,,,
50X80CM,INSERTS,FL241,Duck Feather - Foam,Normal,$32.75,,,,,,,
50X80CM,INSERTS,FL242,Duck Feather - Foam,Firm Fill,26.6,,,,,,,
50X80CM,INSERTS,FL243,Duck Feather - Foam,Extra Firm Fill,27.2,,,,,,,
50X80CM,INSERTS,FL244,Duck Feather - Fibre,Normal,$32.75,,,,,,,
50X80CM,INSERTS,FL245,Duck Feather - Fibre,Firm Fill,33.35,,,,,,,
50X80CM,INSERTS,FL246,Duck Feather - Fibre,Extra Firm Fill,33.95,,,,,,,
50X80CM,INSERTS,FL247,100% Polyester,Normal,$32.75,,,,,,,
50X80CM,INSERTS,FL248,100% Polyester,Firm Fill,33.35,,,,,,,
50X80CM,INSERTS,FL249,100% Polyester,Extra Firm Fill,33.95,,,,,,,
50X80CM,INSERTS,FL250,30% Down 70% Feather,Normal,$58.60,,,,,,,
50X80CM,INSERTS,FL251,30% Down 70% Feather,Firm Fill,61.2,,,,,,,
50X80CM,INSERTS,FL252,30% Down 70% Feather,Extra Firm Fill,63.8,,,,,,,
50X80CM,INSERTS,FL253,50% Down 50% Feather,Normal,$80.50,,,,,,,
50X80CM,INSERTS,FL254,50% Down 50% Feather,Firm Fill,83.1,,,,,,,
50X80CM,INSERTS,FL255,50% Down 50% Feather,Extra Firm Fill,85.7,,,,,,,
50X80CM,INSERTS,FL256,80% Down 20% Feather,Normal,$95.00,,,,,,,
50X80CM,INSERTS,FL257,80% Down 20% Feather,Firm Fill,97.6,,,,,,,
50X80CM,INSERTS,FL258,80% Down 20% Feather,Extra Firm Fill,100.2,,,,,,,
50X90CM,INSERTS,FL259,100% Feather,Normal,$29.30,,,,,,,
50X90CM,INSERTS,FL260,100% Feather,Firm Fill,31.9,,,,,,,
50X90CM,INSERTS,FL261,100% Feather,Extra Firm Fill,34.5,,,,,,,
50X90CM,INSERTS,FL262,Duck Feather - Foam,Normal,$38.50,,,,,,,
50X90CM,INSERTS,FL263,Duck Feather - Foam,Firm Fill,41.1,,,,,,,
50X90CM,INSERTS,FL264,Duck Feather - Foam,Extra Firm Fill,43.7,,,,,,,
50X90CM,INSERTS,FL265,Duck Feather - Fibre,Normal,$38.50,,,,,,,
50X90CM,INSERTS,FL266,Duck Feather - Fibre,Firm Fill,29.9,,,,,,,
50X90CM,INSERTS,FL267,Duck Feather - Fibre,Extra Firm Fill,30.5,,,,,,,
50X90CM,INSERTS,FL268,100% Polyester,Normal,$38.50,,,,,,,
50X90CM,INSERTS,FL269,100% Polyester,Firm Fill,29.9,,,,,,,
50X90CM,INSERTS,FL270,100% Polyester,Extra Firm Fill,30.5,,,,,,,
50X90CM,INSERTS,FL271,30% Down 70% Feather,Normal,$71.00,,,,,,,
50X90CM,INSERTS,FL272,30% Down 70% Feather,Firm Fill,73.6,,,,,,,
50X90CM,INSERTS,FL273,30% Down 70% Feather,Extra Firm Fill,76.2,,,,,,,
50X90CM,INSERTS,FL274,50% Down 50% Feather,Normal,$92.55,,,,,,,
50X90CM,INSERTS,FL275,50% Down 50% Feather,Firm Fill,95.15,,,,,,,
50X90CM,INSERTS,FL276,50% Down 50% Feather,Extra Firm Fill,97.75,,,,,,,
50X90CM,INSERTS,FL277,80% Down 20% Feather,Normal,$107.00,,,,,,,
50X90CM,INSERTS,FL278,80% Down 20% Feather,Firm Fill,109.6,,,,,,,
50X90CM,INSERTS,FL279,80% Down 20% Feather,Extra Firm Fill,112.2,,,,,,,
55X55CM,INSERTS,FL280,100% Feather,Normal,$12.00,,,,,,,
