Product Name,Category,Sku,Filling,Weight,PRICES,Unnamed: 6
45 x 80cm duck feather,CUSTOM INSERTS,CUSTINNERS - 47,Duck Feather,Extra Firm Fill,21.20,
45 x 95cm duck feather,CUSTOM INSERTS,CUSTINNERS - 48,Duck Feather,Normal,29.30,
45 x 95cm duck feather,CUSTOM INSERTS,CUSTINNERS - 48,Duck Feather,Firm Fill,29.90,
45 x 95cm duck feather,CUSTOM INSERTS,CUSTINNERS - 48,Duck Feather,Extra Firm Fill,30.50,
48 x 48cm duck feather,CUSTOM INSERTS,CUSTINNERS - 49,Duck Feather,Normal,15.50,
48 x 48cm duck feather,CUSTOM INSERTS,CUSTINNERS - 49,Duck Feather,Firm Fill,16.10,
48 x 48cm duck feather,CUSTOM INSERTS,CUSTINNERS - 49,Duck Feather,Extra Firm Fill,16.70,
49 x 29cm duck feather,CUSTOM INSERTS,CUSTINNERS - 50,Duck Feather,Normal,13.20,
49 x 29cm duck feather,CUSTOM INSERTS,CUSTINNERS - 50,Duck Feather,Firm Fill,13.80,
49 x 29cm duck feather,CUSTOM INSERTS,CUSTINNERS - 50,Duck Feather,Extra Firm Fill,14.40,
49 x 49cm duck feather,CUSTOM INSERTS,CUSTINNERS - 51,Duck Feather,Normal,15.50,
49 x 49cm duck feather,CUSTOM INSERTS,CUSTINNERS - 51,Duck Feather,Firm Fill,16.10,
49 x 49cm duck feather,CUSTOM INSERTS,CUSTINNERS - 51,Duck Feather,Extra Firm Fill,16.70,
50 x 110cm duck feather,CUSTOM INSERTS,CUSTINNERS - 52,Duck Feather,Normal,50.00,
50 x 110cm duck feather,CUSTOM INSERTS,CUSTINNERS - 52,Duck Feather,Firm Fill,50.60,
50 x 110cm duck feather,CUSTOM INSERTS,CUSTINNERS - 52,Duck Feather,Extra Firm Fill,51.20,
50 x 120cm duck feather,CUSTOM INSERTS,CUSTINNERS - 53,Duck Feather,Normal,55.75,
50 x 120cm duck feather,CUSTOM INSERTS,CUSTINNERS - 53,Duck Feather,Firm Fill,56.35,
50 x 120cm duck feather,CUSTOM INSERTS,CUSTINNERS - 53,Duck Feather,Extra Firm Fill,56.95,
50 x 130cm duck feather,CUSTOM INSERTS,CUSTINNERS - 54,Duck Feather,Normal,62.50,
50 x 130cm duck feather,CUSTOM INSERTS,CUSTINNERS - 54,Duck Feather,Firm Fill,63.10,
50 x 130cm duck feather,CUSTOM INSERTS,CUSTINNERS - 54,Duck Feather,Extra Firm Fill,63.70,
50 x 55cm duck feather,CUSTOM INSERTS,CUSTINNERS - 55,Duck Feather,Normal,16.50,
50 x 55cm duck feather,CUSTOM INSERTS,CUSTINNERS - 55,Duck Feather,Firm Fill,17.10,
50 x 55cm duck feather,CUSTOM INSERTS,CUSTINNERS - 55,Duck Feather,Extra Firm Fill,17.70,
50 X 60cm duck feather,CUSTOM INSERTS,CUSTINNERS - 56,Duck Feather,Normal,16.65,
50 X 60cm duck feather,CUSTOM INSERTS,CUSTINNERS - 56,Duck Feather,Firm Fill,17.25,
50 X 60cm duck feather,CUSTOM INSERTS,CUSTINNERS - 56,Duck Feather,Extra Firm Fill,17.85,
50 x 65cm duck feather,CUSTOM INSERTS,CUSTINNERS - 57,Duck Feather,Normal,17.65,
50 x 65cm duck feather,CUSTOM INSERTS,CUSTINNERS - 57,Duck Feather,Firm Fill,18.25,
50 x 65cm duck feather,CUSTOM INSERTS,CUSTINNERS - 57,Duck Feather,Extra Firm Fill,18.85,
50 x 70cm duck feather,CUSTOM INSERTS,CUSTINNERS - 58,Duck Feather,Normal,17.00,
50 x 70cm duck feather,CUSTOM INSERTS,CUSTINNERS - 58,Duck Feather,Firm Fill,17.60,
50 x 70cm duck feather,CUSTOM INSERTS,CUSTINNERS - 58,Duck Feather,Extra Firm Fill,18.20,
51 x 51cm duck feather,CUSTOM INSERTS,CUSTINNERS - 59,Duck Feather,Normal,15.50,
51 x 51cm duck feather,CUSTOM INSERTS,CUSTINNERS - 59,Duck Feather,Firm Fill,16.10,
51 x 51cm duck feather,CUSTOM INSERTS,CUSTINNERS - 59,Duck Feather,Extra Firm Fill,16.70,
52 x 30cm duck feather,CUSTOM INSERTS,CUSTINNERS - 60,Duck Feather,Normal,13.20,
52 x 30cm duck feather,CUSTOM INSERTS,CUSTINNERS - 60,Duck Feather,Firm Fill,13.80,
52 x 30cm duck feather,CUSTOM INSERTS,CUSTINNERS - 60,Duck Feather,Extra Firm Fill,14.40,
52 x 52cm duck feather,CUSTOM INSERTS,CUSTINNERS - 61,Duck Feather,Normal,16.50,
52 x 52cm duck feather,CUSTOM INSERTS,CUSTINNERS - 61,Duck Feather,Firm Fill,17.10,
52 x 52cm duck feather,CUSTOM INSERTS,CUSTINNERS - 61,Duck Feather,Extra Firm Fill,17.70,
53 x 53cm duck feather,CUSTOM INSERTS,CUSTINNERS - 62,Duck Feather,Normal,17.00,
53 x 53cm duck feather,CUSTOM INSERTS,CUSTINNERS - 62,Duck Feather,Firm Fill,17.60,
53 x 53cm duck feather,CUSTOM INSERTS,CUSTINNERS - 62,Duck Feather,Extra Firm Fill,18.20,
54 x 54cm duck feather,CUSTOM INSERTS,CUSTINNERS - 63,Duck Feather,Normal,16.65,
54 x 54cm duck feather,CUSTOM INSERTS,CUSTINNERS - 63,Duck Feather,Firm Fill,17.25,
54 x 54cm duck feather,CUSTOM INSERTS,CUSTINNERS - 63,Duck Feather,Extra Firm Fill,17.85,
55 x 110cm duck feather,CUSTOM INSERTS,CUSTINNERS - 64,Duck Feather,Normal,52.00,
55 x 110cm duck feather,CUSTOM INSERTS,CUSTINNERS - 64,Duck Feather,Firm Fill,52.60,
55 x 110cm duck feather,CUSTOM INSERTS,CUSTINNERS - 64,Duck Feather,Extra Firm Fill,53.20,
55 x 30cm duck feather,CUSTOM INSERTS,CUSTINNERS - 65,Duck Feather,Normal,14.50,
55 x 30cm duck feather,CUSTOM INSERTS,CUSTINNERS - 65,Duck Feather,Firm Fill,15.10,
55 x 30cm duck feather,CUSTOM INSERTS,CUSTINNERS - 65,Duck Feather,Extra Firm Fill,15.70,
55 x 35cm duck feather,CUSTOM INSERTS,CUSTINNERS - 66,Duck Feather,Normal,14.50,
55 x 35cm duck feather,CUSTOM INSERTS,CUSTINNERS - 66,Duck Feather,Firm Fill,15.10,
55 x 35cm duck feather,CUSTOM INSERTS,CUSTINNERS - 66,Duck Feather,Extra Firm Fill,15.70,
55 x 45cm duck feather,CUSTOM INSERTS,CUSTINNERS - 67,Duck Feather,Normal,15.50,
55 x 45cm duck feather,CUSTOM INSERTS,CUSTINNERS - 67,Duck Feather,Firm Fill,16.10,
55 x 45cm duck feather,CUSTOM INSERTS,CUSTINNERS - 67,Duck Feather,Extra Firm Fill,16.70,
55 x 65cm duck feather,CUSTOM INSERTS,CUSTINNERS - 68,Duck Feather,Normal,19.00,
55 x 65cm duck feather,CUSTOM INSERTS,CUSTINNERS - 68,Duck Feather,Firm Fill,19.60,
55 x 65cm duck feather,CUSTOM INSERTS,CUSTINNERS - 68,Duck Feather,Extra Firm Fill,20.20,
60 x 120cm duck feather,CUSTOM INSERTS,CUSTINNERS - 69,Duck Feather,Normal,61.50,
60 x 120cm duck feather,CUSTOM INSERTS,CUSTINNERS - 69,Duck Feather,Firm Fill,62.10,
60 x 120cm duck feather,CUSTOM INSERTS,CUSTINNERS - 69,Duck Feather,Extra Firm Fill,62.70,
60 x 30cm duck feather,CUSTOM INSERTS,CUSTINNERS - 70,Duck Feather,Normal,14.50,
