Product Name,Category,SKU,Filling,Weight,Customer Price,,,
45X70CM,INSERTS,JENB-493,Duck Feather - Foam,Normal,$20.00,,,
45X70CM,INSERTS,JENB-492,Duck Feather - Foam,Firm Fill,20.6,,,
45X70CM,INSERTS,JENB-491,Duck Feather - Foam,Extra Firm Fill,21.2,,,
45X70CM,INSERTS,JENB-490,Duck Feather - Fibre,Normal,$20.00,,,
45X70CM,INSERTS,JENB-489,Duck Feather - Fibre,Firm Fill,20.6,,,
45X70CM,INSERTS,JENB-488,Duck Feather - Fibre,Extra Firm Fill,21.2,,,
45X70CM,INSERTS,JENB-487,100% Polyester,Normal,$20.00,,,
45X70CM,INSERTS,JENB-486,100% Polyester,Firm Fill,20.6,,,
45X70CM,INSERTS,JENB-485,100% Polyester,Extra Firm Fill,21.2,,,
45X70CM,INSERTS,JENB-484,30% Down 70% Feather,Normal,$36.70,,,
45X70CM,INSERTS,JENB-483,30% Down 70% Feather,Firm Fill,39.3,,,
45X70CM,INSERTS,JENB-482,30% Down 70% Feather,Extra Firm Fill,41.9,,,
45X70CM,INSERTS,JENB-481,50% Down 50% Feather,Normal,$52.15,,,
45X70CM,INSERTS,JENB-480,50% Down 50% Feather,Firm Fill,54.75,,,
45X70CM,INSERTS,JENB-479,50% Down 50% Feather,Extra Firm Fill,57.35,,,
45X70CM,INSERTS,JENB-478,80% Down 20% Feather,Normal,$73.00,,,
45X70CM,INSERTS,JENB-477,80% Down 20% Feather,Firm Fill,75.6,,,
45X70CM,INSERTS,JENB-476,80% Down 20% Feather,Extra Firm Fill,78.2,,,
50X110CM,INSERTS,JENB-475,100% Feather,Normal,$50.00,,,
50X110CM,INSERTS,JENB-474,100% Feather,Firm Fill,$50.60,,,
50X110CM,INSERTS,JENB-473,100% Feather,Extra Firm Fill,$51.80,,,
50X110CM,INSERTS,JENB-472,Duck Feather - Foam,Normal,$50.00,,,
50X110CM,INSERTS,JENB-471,Duck Feather - Foam,Firm Fill,$50.60,,,
50X110CM,INSERTS,JENB-470,Duck Feather - Foam,Extra Firm Fill,$51.20,,,
50X110CM,INSERTS,JENB-469,Duck Feather - Fibre,Normal,$50.00,,,
50X110CM,INSERTS,JENB-468,Duck Feather - Fibre,Firm Fill,$50.60,,,
50X110CM,INSERTS,JENB-467,Duck Feather - Fibre,Extra Firm Fill,$51.20,,,
50X110CM,INSERTS,JENB-466,100% Polyester,Normal,$46.00,,,
50X110CM,INSERTS,JENB-465,100% Polyester,Firm Fill,$46.60,,,
50X110CM,INSERTS,JENB-464,100% Polyester,Extra Firm Fill,$47.20,,,
50X110CM,INSERTS,JENB-463,30% Down 70% Feather,Normal,$95.00,,,
50X110CM,INSERTS,JENB-462,30% Down 70% Feather,Firm Fill,$96.00,,,
50X110CM,INSERTS,JENB-461,30% Down 70% Feather,Extra Firm Fill,96.6,,,
50X110CM,INSERTS,JENB-460,50% Down 50% Feather,Normal,$113.25,,,
50X110CM,INSERTS,JENB-459,50% Down 50% Feather,Firm Fill,$114.25,,,
50X110CM,INSERTS,JENB-458,50% Down 50% Feather,Extra Firm Fill,$114.85,,,
50X110CM,INSERTS,JENB-457,80% Down 20% Feather,Normal,$136.25,,,
50X110CM,INSERTS,JENB-456,80% Down 20% Feather,Firm Fill,$137.25,,,
50X110CM,INSERTS,JENB-455,80% Down 20% Feather,Extra Firm Fill,$137.85,,,
50X30CM,INSERTS,JENB-454,100% Feather,Normal,$13.20,,,
50X30CM,INSERTS,JENB-453,100% Feather,Extra Firm Fill,13.8,,,
50X30CM,INSERTS,JENB-452,Duck Feather - Foam,Normal,$15.00,,,
50X30CM,INSERTS,JENB-451,Duck Feather - Foam,Firm Fill,15.6,,,
50X30CM,INSERTS,JENB-450,Duck Feather - Foam,Extra Firm Fill,16.2,,,
50X30CM,INSERTS,JENB-449,Duck Feather - Fibre,Normal,$15.00,,,
50X30CM,INSERTS,JENB-448,Duck Feather - Fibre,Firm Fill,15.6,,,
50X30CM,INSERTS,JENB-447,Duck Feather - Fibre,Extra Firm Fill,16.2,,,
50X30CM,INSERTS,JENB-446,100% Polyester,Normal,$15.00,,,
50X30CM,INSERTS,JENB-445,100% Polyester,Firm Fill,15.6,,,
50X30CM,INSERTS,JENB-444,100% Polyester,Extra Firm Fill,16.2,,,
50X30CM,INSERTS,JENB-443,30% Down 70% Feather,Normal,$23.00,,,
50X30CM,INSERTS,JENB-442,30% Down 70% Feather,Firm Fill,25.6,,,
50X30CM,INSERTS,JENB-441,30% Down 70% Feather,Extra Firm Fill,28.2,,,
50X30CM,INSERTS,JENB-440,50% Down 50% Feather,Normal,$31.00,,,
50X30CM,INSERTS,JENB-439,50% Down 50% Feather,Firm Fill,33.6,,,
50X30CM,INSERTS,JENB-438,50% Down 50% Feather,Extra Firm Fill,36.2,,,
50X30CM,INSERTS,JENB-437,80% Down 20% Feather,Normal,$48.00,,,
50X30CM,INSERTS,JENB-436,80% Down 20% Feather,Firm Fill,50.6,,,
50X30CM,INSERTS,JENB-435,80% Down 20% Feather,Extra Firm Fill,53.2,,,
50X50CM,INSERTS,JENB-434,100% Feather,Normal,$11.50,,,
50X50CM,INSERTS,JENB-433,100% Feather,Extra Firm Fill,12.1,,,
50X50CM,INSERTS,JENB-432,Duck Feather - Foam,Normal,$13.50,,,
50X50CM,INSERTS,JENB-431,Duck Feather - Foam,Firm Fill,14.1,,,
50X50CM,INSERTS,JENB-430,Duck Feather - Foam,Extra Firm Fill,14.7,,,
50X50CM,INSERTS,JENB-429,Duck Feather - Fibre,Normal,$13.50,,,
50X50CM,INSERTS,JENB-428,Duck Feather - Fibre,Firm Fill,14.1,,,
50X50CM,INSERTS,JENB-427,Duck Feather - Fibre,Extra Firm Fill,14.7,,,
50X50CM,INSERTS,JENB-426,100% Polyester,Normal,$13.50,,,
50X50CM,INSERTS,JENB-425,100% Polyester,Firm Fill,14.1,,,
50X50CM,INSERTS,JENB-424,100% Polyester,Extra Firm Fill,14.7,,,
50X50CM,INSERTS,JENB-423,30% Down 70% Feather,Normal,$26.50,,,
50X50CM,INSERTS,JENB-422,30% Down 70% Feather,Firm Fill,29.1,,,
50X50CM,INSERTS,JENB-421,30% Down 70% Feather,Extra Firm Fill,31.7,,,
50X50CM,INSERTS,JENB-420,50% Down 50% Feather,Normal,$45.00,,,
50X50CM,INSERTS,JENB-419,50% Down 50% Feather,Firm Fill,47.6,,,
50X50CM,INSERTS,JENB-418,50% Down 50% Feather,Extra Firm Fill,50.2,,,
50X50CM,INSERTS,JENB-417,80% Down 20% Feather,Normal,$56.00,,,
50X50CM,INSERTS,JENB-416,80% Down 20% Feather,Firm Fill,58.6,,,
50X50CM,INSERTS,JENB-415,80% Down 20% Feather,Extra Firm Fill,61.2,,,
50X80CM,INSERTS,JENB-414,100% Feather,Normal,$26.00,,,
50X80CM,INSERTS,JENB-413,100% Feather,Firm Fill,28.6,,,
50X80CM,INSERTS,JENB-412,100% Feather,Extra Firm Fill,31.2,,,
50X80CM,INSERTS,JENB-411,Duck Feather - Foam,Normal,$32.75,,,
50X80CM,INSERTS,JENB-410,Duck Feather - Foam,Firm Fill,26.6,,,
50X80CM,INSERTS,JENB-409,Duck Feather - Foam,Extra Firm Fill,27.2,,,
50X80CM,INSERTS,JENB-408,Duck Feather - Fibre,Normal,$32.75,,,
50X80CM,INSERTS,JENB-407,Duck Feather - Fibre,Firm Fill,33.35,,,
50X80CM,INSERTS,JENB-406,Duck Feather - Fibre,Extra Firm Fill,33.95,,,
50X80CM,INSERTS,JENB-405,100% Polyester,Normal,$32.75,,,
50X80CM,INSERTS,JENB-404,100% Polyester,Firm Fill,33.35,,,
50X80CM,INSERTS,JENB-403,100% Polyester,Extra Firm Fill,33.95,,,
50X80CM,INSERTS,JENB-402,30% Down 70% Feather,Normal,$58.60,,,
50X80CM,INSERTS,JENB-401,30% Down 70% Feather,Firm Fill,61.2,,,
50X80CM,INSERTS,JENB-400,30% Down 70% Feather,Extra Firm Fill,63.8,,,
50X80CM,INSERTS,JENB-399,50% Down 50% Feather,Normal,$80.50,,,
50X80CM,INSERTS,JENB-398,50% Down 50% Feather,Firm Fill,83.1,,,
50X80CM,INSERTS,JENB-397,50% Down 50% Feather,Extra Firm Fill,85.7,,,
50X80CM,INSERTS,JENB-396,80% Down 20% Feather,Normal,$95.00,,,
50X80CM,INSERTS,JENB-395,80% Down 20% Feather,Firm Fill,97.6,,,
50X80CM,INSERTS,JENB-394,80% Down 20% Feather,Extra Firm Fill,100.2,,,
50X90CM,INSERTS,JENB-393,100% Feather,Normal,$29.30,,,
50X90CM,INSERTS,JENB-392,100% Feather,Extra Firm Fill,31.9,,,
50X90CM,INSERTS,JENB-391,Duck Feather - Foam,Normal,$38.50,,,
50X90CM,INSERTS,JENB-390,Duck Feather - Foam,Firm Fill,41.1,,,
50X90CM,INSERTS,JENB-389,Duck Feather - Foam,Extra Firm Fill,43.7,,,
50X90CM,INSERTS,JENB-388,Duck Feather - Fibre,Normal,$38.50,,,
50X90CM,INSERTS,JENB-387,Duck Feather - Fibre,Firm Fill,29.9,,,
50X90CM,INSERTS,JENB-386,Duck Feather - Fibre,Extra Firm Fill,30.5,,,
50X90CM,INSERTS,JENB-385,100% Polyester,Normal,$38.50,,,
50X90CM,INSERTS,JENB-384,100% Polyester,Firm Fill,29.9,,,
50X90CM,INSERTS,JENB-383,100% Polyester,Extra Firm Fill,30.5,,,
50X90CM,INSERTS,JENB-382,30% Down 70% Feather,Normal,$71.00,,,
50X90CM,INSERTS,JENB-381,30% Down 70% Feather,Firm Fill,73.6,,,
50X90CM,INSERTS,JENB-380,30% Down 70% Feather,Extra Firm Fill,76.2,,,
50X90CM,INSERTS,JENB-379,50% Down 50% Feather,Normal,$92.55,,,
50X90CM,INSERTS,JENB-378,50% Down 50% Feather,Firm Fill,95.15,,,
50X90CM,INSERTS,JENB-377,50% Down 50% Feather,Extra Firm Fill,97.75,,,
50X90CM,INSERTS,JENB-376,80% Down 20% Feather,Normal,$107.00,,,
50X90CM,INSERTS,JENB-375,80% Down 20% Feather,Firm Fill,109.6,,,
50X90CM,INSERTS,JENB-374,80% Down 20% Feather,Extra Firm Fill,112.2,,,
55X55CM,INSERTS,JENB-373,100% Feather,Normal,$12.00,,,
55X55CM,INSERTS,JENB-372,100% Feather,Firm Fill,12.6,,,
55X55CM,INSERTS,JENB-371,100% Feather,Extra Firm Fill,13.2,,,
55X55CM,INSERTS,JENB-370,Duck Feather - Foam,Normal,$15.00,,,
55X55CM,INSERTS,JENB-369,Duck Feather - Foam,Firm Fill,15.6,,,
55X55CM,INSERTS,JENB-368,Duck Feather - Foam,Extra Firm Fill,16.2,,,
55X55CM,INSERTS,JENB-367,Duck Feather - Fibre,Normal,$15.00,,,
55X55CM,INSERTS,JENB-366,Duck Feather - Fibre,Firm Fill,15.6,,,
55X55CM,INSERTS,JENB-365,Duck Feather - Fibre,Extra Firm Fill,16.2,,,
55X55CM,INSERTS,JENB-364,100% Polyester,Normal,$15.00,,,
55X55CM,INSERTS,JENB-363,100% Polyester,Firm Fill,15.6,,,
55X55CM,INSERTS,JENB-362,100% Polyester,Extra Firm Fill,16.2,,,
55X55CM,INSERTS,JENB-361,30% Down 70% Feather,Normal,$30.25,,,
55X55CM,INSERTS,JENB-360,30% Down 70% Feather,Firm Fill,32.85,,,
55X55CM,INSERTS,JENB-359,30% Down 70% Feather,Extra Firm Fill,35.45,,,
55X55CM,INSERTS,JENB-358,50% Down 50% Feather,Normal,$45.10,,,
55X55CM,INSERTS,JENB-357,50% Down 50% Feather,Firm Fill,47.7,,,
55X55CM,INSERTS,JENB-356,50% Down 50% Feather,Extra Firm Fill,50.3,,,
55X55CM,INSERTS,JENB-355,80% Down 20% Feather,Normal,$65.00,,,
55X55CM,INSERTS,JENB-354,80% Down 20% Feather,Firm Fill,67.6,,,
55X55CM,INSERTS,JENB-353,80% Down 20% Feather,Extra Firm Fill,70.2,,,
60X40CM,INSERTS,JENB-352,100% Feather,Normal,$15.50,,,
60X40CM,INSERTS,JENB-351,100% Feather,Extra Firm Fill,16.1,,,
60X40CM,INSERTS,JENB-350,Duck Feather - Foam,Normal,$17.50,,,
60X40CM,INSERTS,JENB-349,Duck Feather - Foam,Firm Fill,18.1,,,
60X40CM,INSERTS,JENB-348,Duck Feather - Foam,Extra Firm Fill,18.7,,,
60X40CM,INSERTS,JENB-347,Duck Feather - Fibre,Normal,$17.50,,,
60X40CM,INSERTS,JENB-346,Duck Feather - Fibre,Firm Fill,18.1,,,
60X40CM,INSERTS,JENB-345,Duck Feather - Fibre,Extra Firm Fill,18.7,,,
60X40CM,INSERTS,JENB-344,100% Polyester,Normal,$17.50,,,
60X40CM,INSERTS,JENB-343,100% Polyester,Firm Fill,18.1,,,
60X40CM,INSERTS,JENB-342,100% Polyester,Extra Firm Fill,18.7,,,
60X40CM,INSERTS,JENB-341,30% Down 70% Feather,Normal,$30.50,,,
60X40CM,INSERTS,JENB-340,30% Down 70% Feather,Firm Fill,33.1,,,
60X40CM,INSERTS,JENB-339,30% Down 70% Feather,Extra Firm Fill,35.7,,,
60X40CM,INSERTS,JENB-338,50% Down 50% Feather,Normal,$49.00,,,
60X40CM,INSERTS,JENB-337,50% Down 50% Feather,Firm Fill,51.6,,,
60X40CM,INSERTS,JENB-336,50% Down 50% Feather,Extra Firm Fill,54.2,,,
60X40CM,INSERTS,JENB-335,80% Down 20% Feather,Normal,$60.00,,,
60X40CM,INSERTS,JENB-334,80% Down 20% Feather,Firm Fill,62.6,,,
60X40CM,INSERTS,JENB-333,80% Down 20% Feather,Extra Firm Fill,65.2,,,
60X60CM,INSERTS,JENB-332,100% Feather,Normal,$15.00,,,
60X60CM,INSERTS,JENB-331,100% Feather,Extra Firm Fill,15.6,,,
60X60CM,INSERTS,JENB-330,Duck Feather - Foam,Normal,$17.25,,,
60X60CM,INSERTS,JENB-329,Duck Feather - Foam,Firm Fill,17.85,,,
60X60CM,INSERTS,JENB-328,Duck Feather - Foam,Extra Firm Fill,18.45,,,
60X60CM,INSERTS,JENB-327,Duck Feather - Fibre,Normal,$17.25,,,
60X60CM,INSERTS,JENB-326,Duck Feather - Fibre,Firm Fill,17.85,,,
60X60CM,INSERTS,JENB-325,Duck Feather - Fibre,Extra Firm Fill,18.45,,,
60X60CM,INSERTS,JENB-324,100% Polyester,Normal,$17.25,,,
60X60CM,INSERTS,JENB-323,100% Polyester,Firm Fill,17.85,,,
60X60CM,INSERTS,JENB-322,100% Polyester,Extra Firm Fill,18.45,,,
60X60CM,INSERTS,JENB-321,30% Down 70% Feather,Normal,$39.00,,,
60X60CM,INSERTS,JENB-320,30% Down 70% Feather,Firm Fill,41.6,,,
60X60CM,INSERTS,JENB-319,30% Down 70% Feather,Extra Firm Fill,44.2,,,
60X60CM,INSERTS,JENB-318,50% Down 50% Feather,Normal,$64.40,,,
60X60CM,INSERTS,JENB-317,50% Down 50% Feather,Firm Fill,67,,,
60X60CM,INSERTS,JENB-316,50% Down 50% Feather,Extra Firm Fill,69.6,,,
60X60CM,INSERTS,JENB-315,80% Down 20% Feather,Normal,$79.00,,,
60X60CM,INSERTS,JENB-314,80% Down 20% Feather,Firm Fill,81.6,,,
60X60CM,INSERTS,JENB-313,80% Down 20% Feather,Extra Firm Fill,84.2,,,
65X40CM,INSERTS,JENB-312,100% Feather,Normal,$16.50,,,
65X40CM,INSERTS,JENB-311,100% Feather,Extra Firm Fill,17.1,,,
65X40CM,INSERTS,JENB-310,Duck Feather - Foam,Normal,$18.50,,,
65X40CM,INSERTS,JENB-309,Duck Feather - Foam,Firm Fill,19.1,,,
65X40CM,INSERTS,JENB-308,Duck Feather - Foam,Extra Firm Fill,19.7,,,
65X40CM,INSERTS,JENB-307,Duck Feather - Fibre,Normal,$18.50,,,
65X40CM,INSERTS,JENB-306,Duck Feather - Fibre,Firm Fill,19.1,,,
65X40CM,INSERTS,JENB-305,Duck Feather - Fibre,Extra Firm Fill,19.7,,,
65X40CM,INSERTS,JENB-304,100% Polyester,Normal,$18.50,,,
65X40CM,INSERTS,JENB-303,100% Polyester,Firm Fill,19.1,,,
65X40CM,INSERTS,JENB-302,100% Polyester,Extra Firm Fill,19.7,,,
65X40CM,INSERTS,JENB-301,30% Down 70% Feather,Normal,$31.50,,,
65X40CM,INSERTS,JENB-300,30% Down 70% Feather,Firm Fill,34.1,,,
65X40CM,INSERTS,JENB-299,30% Down 70% Feather,Extra Firm Fill,36.7,,,
65X40CM,INSERTS,JENB-298,50% Down 50% Feather,Normal,$50.00,,,
65X40CM,INSERTS,JENB-297,50% Down 50% Feather,Firm Fill,52.6,,,
65X40CM,INSERTS,JENB-296,50% Down 50% Feather,Extra Firm Fill,55.2,,,
65X40CM,INSERTS,JENB-295,80% Down 20% Feather,Normal,$61.00,,,
65X40CM,INSERTS,JENB-294,80% Down 20% Feather,Firm Fill,63.6,,,
65X40CM,INSERTS,JENB-293,80% Down 20% Feather,Extra Firm Fill,66.2,,,
65X65CM,INSERTS,JENB-292,100% Feather,Normal,$22.00,,,
65X65CM,INSERTS,JENB-291,100% Feather,Extra Firm Fill,22.6,,,
65X65CM,INSERTS,JENB-290,Duck Feather - Foam,Normal,$28.75,,,
65X65CM,INSERTS,JENB-289,Duck Feather - Foam,Firm Fill,29.35,,,
65X65CM,INSERTS,JENB-288,Duck Feather - Foam,Extra Firm Fill,29.95,,,
65X65CM,INSERTS,JENB-287,Duck Feather - Fibre,Normal,$28.75,,,
65X65CM,INSERTS,JENB-286,Duck Feather - Fibre,Firm Fill,29.35,,,
65X65CM,INSERTS,JENB-285,Duck Feather - Fibre,Extra Firm Fill,29.95,,,
65X65CM,INSERTS,JENB-284,100% Polyester,Normal,$28.75,,,
65X65CM,INSERTS,JENB-283,100% Polyester,Firm Fill,29.35,,,
65X65CM,INSERTS,JENB-282,100% Polyester,Extra Firm Fill,29.95,,,
65X65CM,INSERTS,JENB-281,30% Down 70% Feather,Normal,$54.60,,,
65X65CM,INSERTS,JENB-280,30% Down 70% Feather,Firm Fill,57.2,,,
65X65CM,INSERTS,JENB-279,30% Down 70% Feather,Extra Firm Fill,59.8,,,
65X65CM,INSERTS,JENB-278,50% Down 50% Feather,Normal,$76.50,,,
65X65CM,INSERTS,JENB-277,50% Down 50% Feather,Firm Fill,79.1,,,
65X65CM,INSERTS,JENB-276,50% Down 50% Feather,Extra Firm Fill,81.7,,,
65X65CM,INSERTS,JENB-275,80% Down 20% Feather,Normal,$91.00,,,
65X65CM,INSERTS,JENB-274,80% Down 20% Feather,Firm Fill,93.6,,,
65X65CM,INSERTS,JENB-273,80% Down 20% Feather,Extra Firm Fill,96.2,,,
SINGLE - 10% DUCK DOWN MATTRESS TOPPER,MATTRESS TOPPER FILLED,JENB-272,Duck,,$71.00,,,
